AL, 14, 2018100418,   , BEST,   0, 145N,  832W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS036,
AL, 14, 2018100500,   , BEST,   0, 149N,  835W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS036,
AL, 14, 2018100506,   , BEST,   0, 153N,  838W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS036,
AL, 14, 2018100512,   , BEST,   0, 157N,  840W,  20, 1008, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0, GENESIS036,
AL, 14, 2018100518,   , BEST,   0, 162N,  845W,  25, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,
AL, 14, 2018100600,   , BEST,   0, 168N,  851W,  25, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,
AL, 14, 2018100606,   , BEST,   0, 173N,  858W,  25, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,
AL, 14, 2018100612,   , BEST,   0, 175N,  862W,  25, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,
AL, 14, 2018100618,   , BEST,   0, 178N,  866W,  25, 1006, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,     INVEST,
AL, 14, 2018100700,   , BEST,   0, 181N,  869W,  25, 1004, LO,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,   FOURTEEN,
AL, 14, 2018100706,   , BEST,   0, 184N,  869W,  30, 1004, TD,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,   FOURTEEN,
AL, 14, 2018100712,   , BEST,   0, 187N,  867W,  35, 1004, TS,  34,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,   FOURTEEN,
AL, 14, 2018100718,   , BEST,   0, 190N,  864W,  45,  999, TS,  34,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018100800,   , BEST,   0, 192N,  863W,  55,  993, TS,  50,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018100806,   , BEST,   0, 196N,  862W,  60,  988, TS,  50,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018100812,   , BEST,   0, 203N,  861W,  60,  986, TS,  50,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018100818,   , BEST,   0, 210N,  860W,  70,  981, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018100900,   , BEST,   0, 218N,  859W,  80,  976, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018100906,   , BEST,   0, 226N,  858W,  90,  969, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018100912,   , BEST,   0, 235N,  856W, 105,  958, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018100918,   , BEST,   0, 245N,  852W, 130,  937, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101000,   , BEST,   0, 255N,  848W, 130,  926, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101006,   , BEST,   0, 264N,  844W, 130,  925, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101012,   , BEST,   0, 276N,  839W, 125,  931, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101018,   , BEST,   0, 289N,  833W, 110,  942, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101100,   , BEST,   0, 300N,  827W,  95,  956, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101106,   , BEST,   0, 313N,  820W,  65,  969, HU,  64,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101112,   , BEST,   0, 327N,  809W,  55,  980, TS,  50,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101118,   , BEST,   0, 343N,  798W,  55,  980, TS,  50,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101200,   , BEST,   0, 358N,  784W,  45,  988, TS,  34,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101206,   , BEST,   0, 373N,  772W,  40,  993, TS,  34,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101212,   , BEST,   0, 389N,  759W,  30, 1001, EX,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101218,   , BEST,   0, 404N,  740W,  25, 1009, EX,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
AL, 14, 2018101300,   , BEST,   0, 420N,  719W,  20, 1012, EX,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0,    ,   0,   0,    MICHAEL,
