AL092013,                Hype,    12,
20130518, 0000,  , DB, 14.5N, 16.6W, 30, 1008,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130518, 0600,  , DB, 14.5N, 16.7W, 30, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130518, 1200,  , DB, 14.5N, 18.0W, 30, 1002,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130518, 1800,  , TD, 14.5N, 18.2W, 30, 1002,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130519, 0000,  , TS, 14.5N, 18.4W, 35, 1001,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130519, 0600,  , TS, 14.5N, 18.6W, 35, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130519, 1200,  , TS, 14.5N, 18.9W, 35, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130519, 1800,  , TS, 14.5N, 19.1W, 35,  999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130520, 0000,  , TS, 14.6N, 19.4W, 40,  999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130520, 0600,  , TS, 14.6N, 19.6W, 40,  999,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130520, 1200,  , TS, 14.6N, 19.9W, 40,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
20130520, 1800,  , TS, 14.6N, 20.2W, 40,  998,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
